No.,1文字目,2文字目,出現数
14877,2,う,0
14878,2,え,0
14879,2,お,4
14880,2,か,16
14881,2,き,3
14882,2,く,1
14883,2,け,0
14884,2,こ,8
14885,2,さ,6
14886,2,し,9
14887,2,す,0
14888,2,せ,1
14889,2,そ,1
14890,2,た,6
14891,2,ち,1
14892,2,つ,18
14893,2,て,3
14894,2,と,14
14895,2,な,0
14896,2,に,5
14897,2,ぬ,0
14898,2,ね,15
14899,2,の,4
14900,2,は,4
14901,2,ひ,21
14902,2,ふ,4
14903,2,へ,0
14904,2,ほ,5
14905,2,ま,3
14906,2,み,0
14907,2,む,0
14908,2,め,0
14909,2,も,0
14910,2,や,0
14911,2,ゆ,0
14912,2,よ,0
14913,2,ら,0
14914,2,り,0
14915,2,る,0
14916,2,れ,2
14917,2,ろ,1
14918,2,わ,1
14919,2,ゐ,0
14920,2,ゑ,0
14921,2,を,0
14922,2,ん,0
14923,2,ヴ,0
14924,2,が,11
14925,2,ぎ,0
14926,2,ぐ,5
14927,2,げ,0
14928,2,ご,1
14929,2,ざ,0
14930,2,じ,2
14931,2,ず,0
14932,2,ぜ,0
14933,2,ぞ,0
14934,2,だ,3
14935,2,ぢ,0
14936,2,づ,0
14937,2,で,1
14938,2,ど,2
14939,2,ば,5
14940,2,び,1
14941,2,ぶ,0
14942,2,べ,0
14943,2,ぼ,0
14944,2,ぱ,4
14945,2,ぴ,1
14946,2,ぷ,0
14947,2,ぺ,0
14948,2,ぽ,0
14949,2,ぁ,0
14950,2,ぃ,0
14951,2,ぅ,0
14952,2,ぇ,0
14953,2,ぉ,0
14954,2,っ,0
14955,2,ゃ,0
14956,2,ゅ,0
14957,2,ょ,0
14958,2,ゎ,0
14959,2,ヵ,0
14960,2,ヶ,0
14961,2,ー,0
14962,2,～,1
14963,2,…,0
14964,2,・,2
14965,2,、,5
14966,2,。,0
14967,2,，,4
14968,2,．,19
14969,2,；,0
14970,2,：,3
14971,2,！,0
14972,2,？,0
14973,2,「,0
14974,2,」,4
14975,2,（,0
14976,2,）,14
14977,2,［,0
14978,2,］,0
14979,2,｛,0
14980,2,｝,0
14981,2,‘,0
14982,2,’,0
14983,2,“,0
14984,2,”,0
14985,2,1,9
14986,2,2,10
14987,2,3,6
14988,2,4,11
14989,2,5,21
14990,2,6,8
14991,2,7,15
14992,2,8,15
14993,2,9,7
14994,2,0,72
14995,2,＝,0
14996,2,＜,0
14997,2,＞,0
14998,2,＋,0
14999,2,?,1
15000,2,＊,0
15001,2,×,0
15002,2,／,0
15003,2,÷,0
15004,2,＃,0
15005,2,＄,0
15006,2,￥,0
15007,2,％,0
15008,2,＆,1
15009,3,あ,4
15010,3,い,1
15011,3,う,0
15012,3,え,0
15013,3,お,2
15014,3,か,11
15015,3,き,1
15016,3,く,1
15017,3,け,1
15018,3,こ,6
15019,3,さ,5
15020,3,し,5
15021,3,す,0
15022,3,せ,1
15023,3,そ,0
15024,3,た,4
15025,3,ち,0
15026,3,つ,5
15027,3,て,2
15028,3,と,8
15029,3,な,1
15030,3,に,10
15031,3,ぬ,0
15032,3,ね,9
15033,3,の,2
15034,3,は,1
15035,3,ひ,16
15036,3,ふ,3
15037,3,へ,0
15038,3,ほ,2
15039,3,ま,6
15040,3,み,1
15041,3,む,0
15042,3,め,0
15043,3,も,0
15044,3,や,0
15045,3,ゆ,0
15046,3,よ,3
15047,3,ら,1
15048,3,り,0
15049,3,る,0
15050,3,れ,4
15051,3,ろ,0
15052,3,わ,3
15053,3,ゐ,0
15054,3,ゑ,0
15055,3,を,0
15056,3,ん,0
15057,3,ヴ,0
15058,3,が,6
15059,3,ぎ,0
15060,3,ぐ,0
15061,3,げ,1
15062,3,ご,1
15063,3,ざ,0
15064,3,じ,2
15065,3,ず,0
15066,3,ぜ,0
15067,3,ぞ,0
15068,3,だ,8
15069,3,ぢ,0
15070,3,づ,0
15071,3,で,1
15072,3,ど,3
15073,3,ば,6
15074,3,び,0
15075,3,ぶ,0
15076,3,べ,0
15077,3,ぼ,1
15078,3,ぱ,4
15079,3,ぴ,0
15080,3,ぷ,0
15081,3,ぺ,0
15082,3,ぽ,1
15083,3,ぁ,0
15084,3,ぃ,0
15085,3,ぅ,0
15086,3,ぇ,0
15087,3,ぉ,0
15088,3,っ,0
15089,3,ゃ,0
15090,3,ゅ,0
15091,3,ょ,0
15092,3,ゎ,0
15093,3,ヵ,0
15094,3,ヶ,0
15095,3,ー,0
15096,3,～,3
15097,3,…,0
15098,3,・,0
15099,3,、,5
15100,3,。,0
15101,3,，,1
15102,3,．,13
15103,3,；,0
15104,3,：,0
15105,3,！,0
15106,3,？,0
15107,3,「,0
15108,3,」,1
15109,3,（,1
15110,3,）,9
15111,3,［,0
15112,3,］,0
15113,3,｛,0
15114,3,｝,0
15115,3,‘,0
15116,3,’,1
15117,3,“,0
15118,3,”,1
15119,3,1,6
15120,3,2,2
15121,3,3,14
15122,3,4,3
15123,3,5,9
15124,3,6,6
15125,3,7,9
15126,3,8,3
15127,3,9,12
15128,3,0,47
15129,3,＝,0
15130,3,＜,1
15131,3,＞,0
15132,3,＋,0
15133,3,?,0
15134,3,＊,0
15135,3,×,0
15136,3,／,0
15137,3,÷,0
15138,3,＃,0
15139,3,＄,0
15140,3,￥,0
15141,3,％,0
15142,3,＆,0
15143,4,あ,0
15144,4,い,0
15145,4,う,0
15146,4,え,0
15147,4,お,0
15148,4,か,6
15149,4,き,1
15150,4,く,0
15151,4,け,0
15152,4,こ,1
15153,4,さ,2
15154,4,し,3
15155,4,す,0
15156,4,せ,1
15157,4,そ,0
15158,4,た,0
15159,4,ち,2
15160,4,つ,5
15161,4,て,1
15162,4,と,16
15163,4,な,2
15164,4,に,3
15165,4,ぬ,0
15166,4,ね,2
15167,4,の,0
15168,4,は,0
15169,4,ひ,14
15170,4,ふ,1
15171,4,へ,0
15172,4,ほ,1
15173,4,ま,2
15174,4,み,0
15175,4,む,0
15176,4,め,1
15177,4,も,0
15178,4,や,0
15179,4,ゆ,0
15180,4,よ,0
15181,4,ら,0
15182,4,り,0
15183,4,る,0
15184,4,れ,3
15185,4,ろ,0
15186,4,わ,0
15187,4,ゐ,0
15188,4,ゑ,0
15189,4,を,2
15190,4,ん,0
15191,4,ヴ,0
15192,4,が,2
15193,4,ぎ,0
15194,4,ぐ,3
15195,4,げ,0
15196,4,ご,4
15197,4,ざ,0
15198,4,じ,6
15199,4,ず,0
15200,4,ぜ,0
15201,4,ぞ,0
15202,4,だ,5
15203,4,ぢ,0
15204,4,づ,0
15205,4,で,0
15206,4,ど,1
15207,4,ば,3
15208,4,び,1
15209,4,ぶ,0
15210,4,べ,0
15211,4,ぼ,0
15212,4,ぱ,2
15213,4,ぴ,0
15214,4,ぷ,1
15215,4,ぺ,0
15216,4,ぽ,0
15217,4,ぁ,0
15218,4,ぃ,0
15219,4,ぅ,0
15220,4,ぇ,0
15221,4,ぉ,0
15222,4,っ,0
15223,4,ゃ,0
15224,4,ゅ,0
15225,4,ょ,0
15226,4,ゎ,0
15227,4,ヵ,0
15228,4,ヶ,0
15229,4,ー,0
15230,4,～,3
15231,4,…,0
15232,4,・,0
15233,4,、,1
15234,4,。,0
15235,4,，,1
15236,4,．,6
15237,4,；,0
15238,4,：,0
15239,4,！,0
15240,4,？,0
15241,4,「,0
15242,4,」,1
15243,4,（,0
15244,4,）,10
15245,4,［,0
15246,4,］,0
15247,4,｛,0
15248,4,｝,0
15249,4,‘,0
15250,4,’,0
15251,4,“,0
15252,4,”,0
15253,4,1,2
15254,4,2,3
15255,4,3,3
15256,4,4,6
15257,4,5,2
15258,4,6,2
15259,4,7,2
15260,4,8,3
15261,4,9,4
15262,4,0,35
15263,4,＝,0
15264,4,＜,0
15265,4,＞,0
15266,4,＋,0
15267,4,?,0
15268,4,＊,0
15269,4,×,0
15270,4,／,0
15271,4,÷,0
15272,4,＃,0
15273,4,＄,0
15274,4,￥,0
15275,4,％,0
15276,4,＆,0
15277,5,あ,0
15278,5,い,3
15279,5,う,1
15280,5,え,1
15281,5,お,1
15282,5,か,4
15283,5,き,0
15284,5,く,0
15285,5,け,0
15286,5,こ,1
15287,5,さ,4
15288,5,し,4
15289,5,す,0
15290,5,せ,2
15291,5,そ,0
15292,5,た,1
15293,5,ち,4
15294,5,つ,3
15295,5,て,2
15296,5,と,9
15297,5,な,2
15298,5,に,9
15299,5,ぬ,0
15300,5,ね,16
15301,5,の,7
15302,5,は,3
15303,5,ひ,13
15304,5,ふ,14
15305,5,へ,0
15306,5,ほ,1
15307,5,ま,4
15308,5,み,1
15309,5,む,0
15310,5,め,1
15311,5,も,0
15312,5,や,0
15313,5,ゆ,0
15314,5,よ,0
15315,5,ら,0
15316,5,り,0
15317,5,る,0
15318,5,れ,0
15319,5,ろ,0
15320,5,わ,0
15321,5,ゐ,0
15322,5,ゑ,0
15323,5,を,0
15324,5,ん,0
15325,5,ヴ,0
15326,5,が,1
15327,5,ぎ,0
15328,5,ぐ,1
15329,5,げ,1
15330,5,ご,1
15331,5,ざ,0
15332,5,じ,5
15333,5,ず,0
15334,5,ぜ,0
15335,5,ぞ,0
15336,5,だ,0
15337,5,ぢ,0
15338,5,づ,0
15339,5,で,0
15340,5,ど,1
15341,5,ば,0
15342,5,び,2
15343,5,ぶ,1
15344,5,べ,1
15345,5,ぼ,0
15346,5,ぱ,6
15347,5,ぴ,0
15348,5,ぷ,3
15349,5,ぺ,0
15350,5,ぽ,0
15351,5,ぁ,0
15352,5,ぃ,0
15353,5,ぅ,0
15354,5,ぇ,0
15355,5,ぉ,0
15356,5,っ,0
15357,5,ゃ,0
15358,5,ゅ,0
15359,5,ょ,0
15360,5,ゎ,0
15361,5,ヵ,0
15362,5,ヶ,0
15363,5,ー,0
15364,5,～,3
15365,5,…,0
15366,5,・,2
15367,5,、,3
15368,5,。,0
15369,5,，,1
15370,5,．,4
15371,5,；,0
15372,5,：,0
15373,5,！,0
15374,5,？,0
15375,5,「,0
15376,5,」,0
15377,5,（,1
15378,5,）,6
15379,5,［,0
15380,5,］,0
15381,5,｛,0
15382,5,｝,0
15383,5,‘,0
15384,5,’,0
15385,5,“,0
15386,5,”,0
15387,5,1,2
15388,5,2,1
15389,5,3,2
15390,5,4,5
15391,5,5,5
15392,5,6,1
15393,5,7,3
15394,5,8,4
15395,5,9,6
15396,5,0,46
15397,5,＝,0
15398,5,＜,0
15399,5,＞,0
15400,5,＋,0
15401,5,?,0
15402,5,＊,0
15403,5,×,0
15404,5,／,0
15405,5,÷,0
15406,5,＃,0
15407,5,＄,0
15408,5,￥,0
15409,5,％,0
15410,5,＆,0
15411,6,あ,2
15412,6,い,0
15413,6,う,0
15414,6,え,0
15415,6,お,1
15416,6,か,10
15417,6,き,4
15418,6,く,0
15419,6,け,0
15420,6,こ,1
15421,6,さ,0
15422,6,し,1
15423,6,す,0
15424,6,せ,0
15425,6,そ,0
15426,6,た,0
15427,6,ち,1
15428,6,つ,9
15429,6,て,0
15430,6,と,8
15431,6,な,1
15432,6,に,7
15433,6,ぬ,0
15434,6,ね,10
15435,6,の,4
15436,6,は,0
15437,6,ひ,9
15438,6,ふ,0
15439,6,へ,0
15440,6,ほ,0
15441,6,ま,5
15442,6,み,0
15443,6,む,0
15444,6,め,0
15445,6,も,0
15446,6,や,0
15447,6,ゆ,0
15448,6,よ,0
15449,6,ら,0
15450,6,り,0
15451,6,る,0
15452,6,れ,2
15453,6,ろ,0
15454,6,わ,2
15455,6,ゐ,0
15456,6,ゑ,0
15457,6,を,0
15458,6,ん,0
15459,6,ヴ,0
15460,6,が,9
15461,6,ぎ,0
15462,6,ぐ,1
15463,6,げ,1
15464,6,ご,0
15465,6,ざ,0
15466,6,じ,1
15467,6,ず,0
15468,6,ぜ,0
15469,6,ぞ,0
15470,6,だ,0
15471,6,ぢ,0
15472,6,づ,0
15473,6,で,0
15474,6,ど,0
15475,6,ば,1
15476,6,び,0
15477,6,ぶ,0
15478,6,べ,0
15479,6,ぼ,0
15480,6,ぱ,4
15481,6,ぴ,2
15482,6,ぷ,0
15483,6,ぺ,0
15484,6,ぽ,0
15485,6,ぁ,0
15486,6,ぃ,0
15487,6,ぅ,0
15488,6,ぇ,0
15489,6,ぉ,0
15490,6,っ,0
15491,6,ゃ,0
15492,6,ゅ,0
15493,6,ょ,0
15494,6,ゎ,0
15495,6,ヵ,0
15496,6,ヶ,0
15497,6,ー,0
15498,6,～,1
15499,6,…,0
15500,6,・,0
15501,6,、,2
15502,6,。,0
15503,6,，,0
15504,6,．,6
15505,6,；,0
15506,6,：,1
15507,6,！,0
15508,6,？,0
15509,6,「,1
15510,6,」,0
15511,6,（,0
15512,6,）,5
15513,6,［,0
15514,6,］,0
15515,6,｛,0
15516,6,｝,0
15517,6,‘,0
15518,6,’,0
15519,6,“,0
15520,6,”,0
15521,6,1,5
15522,6,2,2
15523,6,3,3
15524,6,4,5
15525,6,5,7
15526,6,6,0
15527,6,7,4
15528,6,8,2
15529,6,9,1
15530,6,0,13
15531,6,＝,0
15532,6,＜,0
15533,6,＞,0
15534,6,＋,0
15535,6,?,0
15536,6,＊,0
15537,6,×,0
15538,6,／,5
15539,6,÷,0
15540,6,＃,0
15541,6,＄,0
15542,6,￥,0
15543,6,％,0
15544,6,＆,0
15545,7,あ,0
15546,7,い,0
15547,7,う,0
15548,7,え,0
15549,7,お,0
15550,7,か,2
15551,7,き,2
15552,7,く,0
15553,7,け,0
15554,7,こ,0
15555,7,さ,2
15556,7,し,1
15557,7,す,0
15558,7,せ,2
15559,7,そ,0
15560,7,た,0
15561,7,ち,0
15562,7,つ,5
15563,7,て,1
15564,7,と,6
15565,7,な,0
15566,7,に,11
15567,7,ぬ,0
15568,7,ね,6
15569,7,の,0
15570,7,は,0
15571,7,ひ,12
15572,7,ふ,3
15573,7,へ,0
15574,7,ほ,0
15575,7,ま,2
15576,7,み,0
15577,7,む,0
15578,7,め,0
15579,7,も,0
15580,7,や,0
15581,7,ゆ,0
15582,7,よ,0
15583,7,ら,0
15584,7,り,0
15585,7,る,0
15586,7,れ,0
15587,7,ろ,0
15588,7,わ,1
15589,7,ゐ,0
15590,7,ゑ,0
15591,7,を,0
15592,7,ん,0
15593,7,ヴ,0
15594,7,が,5
15595,7,ぎ,0
15596,7,ぐ,3
15597,7,げ,0
15598,7,ご,0
15599,7,ざ,0
15600,7,じ,4
15601,7,ず,0
15602,7,ぜ,0
15603,7,ぞ,0
15604,7,だ,0
15605,7,ぢ,0
15606,7,づ,0
15607,7,で,0
15608,7,ど,0
15609,7,ば,0
15610,7,び,1
15611,7,ぶ,0
15612,7,べ,0
15613,7,ぼ,0
15614,7,ぱ,2
15615,7,ぴ,0
15616,7,ぷ,0
15617,7,ぺ,0
15618,7,ぽ,0
15619,7,ぁ,0
15620,7,ぃ,0
15621,7,ぅ,0
15622,7,ぇ,0
15623,7,ぉ,0
15624,7,っ,0
15625,7,ゃ,0
15626,7,ゅ,0
15627,7,ょ,0
15628,7,ゎ,0
15629,7,ヵ,0
15630,7,ヶ,0
15631,7,ー,0
15632,7,～,0
15633,7,…,0
15634,7,・,0
15635,7,、,0
15636,7,。,0
15637,7,，,2
15638,7,．,3
15639,7,；,0
15640,7,：,0
15641,7,！,0
15642,7,？,0
15643,7,「,0
15644,7,」,0
15645,7,（,1
15646,7,）,2
15647,7,［,0
15648,7,］,0
15649,7,｛,0
15650,7,｝,0
15651,7,‘,0
15652,7,’,0
15653,7,“,0
15654,7,”,0
15655,7,1,1
15656,7,2,3
15657,7,3,2
15658,7,4,1
15659,7,5,6
15660,7,6,3
15661,7,7,8
15662,7,8,1
15663,7,9,1
15664,7,0,8
15665,7,＝,0
15666,7,＜,0
15667,7,＞,0
15668,7,＋,0
15669,7,?,0
15670,7,＊,0
15671,7,×,0
15672,7,／,0
15673,7,÷,0
15674,7,＃,0
15675,7,＄,0
15676,7,￥,0
15677,7,％,0
15678,7,＆,0
15679,8,あ,0
15680,8,い,0
15681,8,う,0
15682,8,え,2
15683,8,お,1
15684,8,か,1
15685,8,き,0
15686,8,く,0
15687,8,け,0
15688,8,こ,0
15689,8,さ,3
15690,8,し,4
15691,8,す,0
15692,8,せ,1
15693,8,そ,0
15694,8,た,1
15695,8,ち,0
15696,8,つ,16
15697,8,て,0
15698,8,と,7
15699,8,な,1
15700,8,に,15
15701,8,ぬ,0
15702,8,ね,7
15703,8,の,0
15704,8,は,0
15705,8,ひ,4
15706,8,ふ,1
15707,8,へ,0
15708,8,ほ,0
15709,8,ま,3
15710,8,み,0
15711,8,む,0
15712,8,め,0
15713,8,も,0
15714,8,や,0
15715,8,ゆ,0
15716,8,よ,0
15717,8,ら,0
15718,8,り,0
15719,8,る,0
15720,8,れ,0
15721,8,ろ,0
15722,8,わ,1
15723,8,ゐ,0
15724,8,ゑ,0
15725,8,を,0
15726,8,ん,0
15727,8,ヴ,0
15728,8,が,10
15729,8,ぎ,0
15730,8,ぐ,0
15731,8,げ,4
15732,8,ご,1
15733,8,ざ,0
15734,8,じ,1
15735,8,ず,0
15736,8,ぜ,0
15737,8,ぞ,0
15738,8,だ,0
15739,8,ぢ,0
15740,8,づ,0
15741,8,で,0
15742,8,ど,0
15743,8,ば,0
15744,8,び,0
15745,8,ぶ,0
15746,8,べ,0
15747,8,ぼ,0
15748,8,ぱ,3
15749,8,ぴ,0
15750,8,ぷ,0
15751,8,ぺ,0
15752,8,ぽ,0
15753,8,ぁ,0
15754,8,ぃ,0
15755,8,ぅ,0
15756,8,ぇ,0
15757,8,ぉ,0
15758,8,っ,0
15759,8,ゃ,0
15760,8,ゅ,0
15761,8,ょ,0
15762,8,ゎ,0
15763,8,ヵ,0
15764,8,ヶ,0
15765,8,ー,0
15766,8,～,1
15767,8,…,0
15768,8,・,0
15769,8,、,0
15770,8,。,0
15771,8,，,0
15772,8,．,5
15773,8,；,0
15774,8,：,1
15775,8,！,0
15776,8,？,0
15777,8,「,0
15778,8,」,0
15779,8,（,0
15780,8,）,1
15781,8,［,0
15782,8,］,0
15783,8,｛,0
15784,8,｝,0
15785,8,‘,0
15786,8,’,0
15787,8,“,0
15788,8,”,0
15789,8,1,2
15790,8,2,1
15791,8,3,3
15792,8,4,1
15793,8,5,4
15794,8,6,6
15795,8,7,2
15796,8,8,2
15797,8,9,5
15798,8,0,14
15799,8,＝,0
15800,8,＜,0
15801,8,＞,0
15802,8,＋,0
15803,8,?,0
15804,8,＊,0
15805,8,×,0
15806,8,／,0
15807,8,÷,0
15808,8,＃,0
15809,8,＄,0
15810,8,￥,0
15811,8,％,0
15812,8,＆,0
15813,9,あ,0
15814,9,い,0
15815,9,う,0
15816,9,え,0
15817,9,お,0
15818,9,か,3
15819,9,き,1
15820,9,く,0
15821,9,け,1
15822,9,こ,0
15823,9,さ,5
15824,9,し,0
15825,9,す,0
15826,9,せ,2
15827,9,そ,0
15828,9,た,1
15829,9,ち,0
15830,9,つ,12
15831,9,て,0
15832,9,と,8
15833,9,な,0
15834,9,に,2
15835,9,ぬ,0
15836,9,ね,2
15837,9,の,0
15838,9,は,0
15839,9,ひ,5
15840,9,ふ,1
15841,9,へ,0
15842,9,ほ,2
15843,9,ま,3
15844,9,み,0
15845,9,む,0
15846,9,め,0
15847,9,も,0
15848,9,や,0
15849,9,ゆ,0
15850,9,よ,0
15851,9,ら,0
15852,9,り,0
15853,9,る,0
15854,9,れ,1
15855,9,ろ,0
15856,9,わ,0
15857,9,ゐ,0
15858,9,ゑ,0
15859,9,を,0
15860,9,ん,0
15861,9,ヴ,0
15862,9,が,4
15863,9,ぎ,0
15864,9,ぐ,0
15865,9,げ,1
15866,9,ご,0
15867,9,ざ,0
15868,9,じ,1
15869,9,ず,0
15870,9,ぜ,0
15871,9,ぞ,0
15872,9,だ,0
15873,9,ぢ,0
15874,9,づ,0
15875,9,で,0
15876,9,ど,1
15877,9,ば,0
15878,9,び,1
15879,9,ぶ,0
15880,9,べ,0
15881,9,ぼ,0
15882,9,ぱ,1
15883,9,ぴ,0
15884,9,ぷ,0
15885,9,ぺ,1
15886,9,ぽ,0
15887,9,ぁ,0
15888,9,ぃ,0
15889,9,ぅ,0
15890,9,ぇ,0
15891,9,ぉ,0
15892,9,っ,0
15893,9,ゃ,0
15894,9,ゅ,0
15895,9,ょ,0
15896,9,ゎ,0
15897,9,ヵ,0
15898,9,ヶ,0
15899,9,ー,0
15900,9,～,0
15901,9,…,0
15902,9,・,2
15903,9,、,1
15904,9,。,0
15905,9,，,4
15906,9,．,4
15907,9,；,0
15908,9,：,0
15909,9,！,0
15910,9,？,0
15911,9,「,0
15912,9,」,0
15913,9,（,0
15914,9,）,5
15915,9,［,0
15916,9,］,0
15917,9,｛,0
15918,9,｝,0
15919,9,‘,0
15920,9,’,0
15921,9,“,0
15922,9,”,0
15923,9,1,11
15924,9,2,3
15925,9,3,4
15926,9,4,4
15927,9,5,12
15928,9,6,5
15929,9,7,6
15930,9,8,19
15931,9,9,27
15932,9,0,17
15933,9,＝,0
15934,9,＜,0
15935,9,＞,0
15936,9,＋,0
15937,9,?,0
15938,9,＊,0
15939,9,×,0
15940,9,／,7
15941,9,÷,0
15942,9,＃,0
15943,9,＄,0
15944,9,￥,0
15945,9,％,0
15946,9,＆,0
15947,0,あ,2
15948,0,い,3
15949,0,う,0
15950,0,え,26
15951,0,お,4
15952,0,か,3
15953,0,き,2
15954,0,く,1
15955,0,け,4
15956,0,こ,2
15957,0,さ,4
15958,0,し,6
15959,0,す,0
15960,0,せ,4
15961,0,そ,0
15962,0,た,2
15963,0,ち,0
15964,0,つ,7
15965,0,て,4
15966,0,と,20
15967,0,な,4
15968,0,に,14
15969,0,ぬ,0
15970,0,ね,23
15971,0,の,6
15972,0,は,4
15973,0,ひ,12
15974,0,ふ,23
15975,0,へ,1
15976,0,ほ,3
15977,0,ま,16
15978,0,み,0
15979,0,む,0
15980,0,め,8
15981,0,も,0
15982,0,や,0
15983,0,ゆ,0
15984,0,よ,0
15985,0,ら,0
15986,0,り,0
15987,0,る,0
15988,0,れ,1
15989,0,ろ,0
15990,0,わ,0
15991,0,ゐ,0
15992,0,ゑ,0
15993,0,を,2
15994,0,ん,0
15995,0,ヴ,0
15996,0,が,4
15997,0,ぎ,0
15998,0,ぐ,0
15999,0,げ,15
16000,0,ご,4
16001,0,ざ,0
16002,0,じ,3
16003,0,ず,1
16004,0,ぜ,0
16005,0,ぞ,0
16006,0,だ,3
16007,0,ぢ,0
16008,0,づ,0
16009,0,で,1
16010,0,ど,4
16011,0,ば,1
16012,0,び,2
16013,0,ぶ,0
16014,0,べ,0
16015,0,ぼ,0
16016,0,ぱ,6
16017,0,ぴ,0
16018,0,ぷ,0
16019,0,ぺ,0
16020,0,ぽ,0
16021,0,ぁ,0
16022,0,ぃ,0
16023,0,ぅ,0
16024,0,ぇ,0
16025,0,ぉ,0
16026,0,っ,0
16027,0,ゃ,0
16028,0,ゅ,0
16029,0,ょ,0
16030,0,ゎ,0
16031,0,ヵ,0
16032,0,ヶ,0
16033,0,ー,0
16034,0,～,3
16035,0,…,0
16036,0,・,0
16037,0,、,0
16038,0,。,4
16039,0,，,2
16040,0,．,14
16041,0,；,0
16042,0,：,0
16043,0,！,1
16044,0,？,0
16045,0,「,0
16046,0,」,3
16047,0,（,0
16048,0,）,7
16049,0,［,0
16050,0,］,0
16051,0,｛,0
16052,0,｝,0
16053,0,‘,0
16054,0,’,0
16055,0,“,0
16056,0,”,1
16057,0,1,24
16058,0,2,12
16059,0,3,10
16060,0,4,4
16061,0,5,2
16062,0,6,9
16063,0,7,3
16064,0,8,5
16065,0,9,5
16066,0,0,139
16067,0,＝,0
16068,0,＜,0
16069,0,＞,0
16070,0,＋,0
16071,0,?,0
16072,0,＊,0
16073,0,×,0
16074,0,／,6
16075,0,÷,0
16076,0,＃,0
16077,0,＄,0
16078,0,￥,0
16079,0,％,4
16080,0,＆,0
16081,＝,あ,1
16082,＝,い,0
16083,＝,う,0
16084,＝,え,1
16085,＝,お,1
16086,＝,か,0
16087,＝,き,0
16088,＝,く,0
16089,＝,け,0
16090,＝,こ,0
16091,＝,さ,1
16092,＝,し,0
16093,＝,す,0
16094,＝,せ,0
16095,＝,そ,0
16096,＝,た,0
16097,＝,ち,0
16098,＝,つ,0
16099,＝,て,0
16100,＝,と,0
16101,＝,な,0
16102,＝,に,0
16103,＝,ぬ,0
16104,＝,ね,0
16105,＝,の,0
16106,＝,は,1
16107,＝,ひ,0
16108,＝,ふ,1
16109,＝,へ,0
16110,＝,ほ,0
16111,＝,ま,0
16112,＝,み,0
16113,＝,む,0
16114,＝,め,0
16115,＝,も,0
16116,＝,や,0
16117,＝,ゆ,0
16118,＝,よ,0
16119,＝,ら,1
16120,＝,り,0
16121,＝,る,0
16122,＝,れ,0
16123,＝,ろ,0
16124,＝,わ,1
16125,＝,ゐ,0
16126,＝,ゑ,0
16127,＝,を,1
16128,＝,ん,0
16129,＝,ヴ,0
16130,＝,が,1
16131,＝,ぎ,0
16132,＝,ぐ,0
16133,＝,げ,1
16134,＝,ご,0
16135,＝,ざ,0
16136,＝,じ,1
16137,＝,ず,0
16138,＝,ぜ,0
16139,＝,ぞ,0
16140,＝,だ,0
16141,＝,ぢ,0
16142,＝,づ,0
16143,＝,で,0
16144,＝,ど,2
16145,＝,ば,0
16146,＝,び,0
16147,＝,ぶ,0
16148,＝,べ,0
16149,＝,ぼ,0
16150,＝,ぱ,0
16151,＝,ぴ,0
16152,＝,ぷ,0
16153,＝,ぺ,0
16154,＝,ぽ,0
16155,＝,ぁ,0
16156,＝,ぃ,0
16157,＝,ぅ,0
16158,＝,ぇ,0
16159,＝,ぉ,0
16160,＝,っ,0
16161,＝,ゃ,0
16162,＝,ゅ,0
16163,＝,ょ,0
16164,＝,ゎ,0
16165,＝,ヵ,0
16166,＝,ヶ,0
16167,＝,ー,0
16168,＝,～,0
16169,＝,…,0
16170,＝,・,0
16171,＝,、,0
16172,＝,。,0
16173,＝,，,0
16174,＝,．,0
16175,＝,；,0
16176,＝,：,0
16177,＝,！,0
16178,＝,？,0
16179,＝,「,0
16180,＝,」,0
16181,＝,（,0
16182,＝,）,0
16183,＝,［,0
16184,＝,］,0
16185,＝,｛,0
16186,＝,｝,0
16187,＝,‘,0
16188,＝,’,0
16189,＝,“,0
16190,＝,”,0
16191,＝,1,2
16192,＝,2,0
16193,＝,3,0
16194,＝,4,0
16195,＝,5,0
16196,＝,6,0
16197,＝,7,0
16198,＝,8,0
16199,＝,9,0
16200,＝,0,0
16201,＝,＝,35
16202,＝,＜,0
16203,＝,＞,0
16204,＝,＋,0
16205,＝,?,0
16206,＝,＊,0
16207,＝,×,0
16208,＝,／,0
16209,＝,÷,0
16210,＝,＃,0
16211,＝,＄,0
16212,＝,￥,0
16213,＝,％,0
16214,＝,＆,0
16215,＜,あ,0
16216,＜,い,0
16217,＜,う,0
16218,＜,え,0
16219,＜,お,0
16220,＜,か,0
16221,＜,き,0
16222,＜,く,0
16223,＜,け,0
16224,＜,こ,0
16225,＜,さ,0
16226,＜,し,0
16227,＜,す,0
16228,＜,せ,0
16229,＜,そ,0
16230,＜,た,0
16231,＜,ち,2
16232,＜,つ,0
16233,＜,て,0
16234,＜,と,0
16235,＜,な,0
16236,＜,に,0
16237,＜,ぬ,0
16238,＜,ね,0
16239,＜,の,0
16240,＜,は,0
16241,＜,ひ,0
16242,＜,ふ,0
16243,＜,へ,0
16244,＜,ほ,0
16245,＜,ま,0
16246,＜,み,0
16247,＜,む,0
16248,＜,め,0
16249,＜,も,0
16250,＜,や,0
16251,＜,ゆ,0
16252,＜,よ,0
16253,＜,ら,0
16254,＜,り,0
16255,＜,る,0
16256,＜,れ,0
16257,＜,ろ,0
16258,＜,わ,0
16259,＜,ゐ,0
